feature_id,layer,feature,syntax_example,clang_impl_point,upstream_analog,evidence,source_ref,msl_since,implement_status,notes
FE-0331,langopt,flag `-Xarch_device`,-Xarch_device <arg>     Pass <arg> to the CUDA/HIP device compilation,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0332,langopt,flag `-Xarch_host`,-Xarch_host <arg>       Pass <arg> to the CUDA/HIP host compilation,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0333,langopt,flag `-Xassembler`,-Xassembler <arg>       Pass <arg> to the assembler,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0334,langopt,flag `-Xclang`,-Xclang <arg>           Pass <arg> to the clang compiler,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0335,langopt,flag `-Xcuda-fatbinary`,-Xcuda-fatbinary <arg>  Pass <arg> to fatbinary invocation,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0336,langopt,flag `-Xcuda-ptxas`,-Xcuda-ptxas <arg>      Pass <arg> to the ptxas assembler,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0337,langopt,flag `-Xlinker`,-Xlinker <arg>          Pass <arg> to the linker,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0338,langopt,flag `-Xopenmp-target`,-Xopenmp-target=<triple> <arg>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0339,langopt,flag `-Xpreprocessor`,-Xpreprocessor <arg>    Pass <arg> to the preprocessor,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0340,langopt,flag `-arcmt-migrate-emit-errors`,-arcmt-migrate-emit-errors,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0341,langopt,flag `-arcmt-migrate-report-output`,-arcmt-migrate-report-output <value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0342,langopt,flag `-b`,-b <arg>                Pass -b <arg> to the linker on AIX (only).,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0343,langopt,flag `-c`,"-c                      Only run preprocess, compile, and assemble steps",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0344,langopt,flag `-cc1-args`,-cc1-args <value>       pass cc1 options to depscan afterwards,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0345,langopt,flag `-cl-denorms-are-zero`,-cl-denorms-are-zero    OpenCL only. Allow denormals to be flushed to zero.,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0346,langopt,flag `-cl-fast-relaxed-math`,"-cl-fast-relaxed-math   OpenCL only. Sets -cl-finite-math-only and -cl-unsafe-math-optimizations, an",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0347,langopt,flag `-cl-finite-math-only`,-cl-finite-math-only    OpenCL only. Allow floating-point optimizations that assume arguments and re,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0348,langopt,flag `-cl-fp32-correctly-rounded-divide-sqrt`,-cl-fp32-correctly-rounded-divide-sqrt,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0349,langopt,flag `-cl-kernel-arg-info`,-cl-kernel-arg-info     OpenCL only. Generate kernel argument metadata.,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0350,langopt,flag `-cl-mad-enable`,-cl-mad-enable          OpenCL only. Allow use of less precise MAD computations in the generated bin,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0351,langopt,flag `-cl-no-signed-zeros`,-cl-no-signed-zeros     OpenCL only. Allow use of less precise no signed zeros computations in the g,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0352,langopt,flag `-cl-no-stdinc`,-cl-no-stdinc           OpenCL only. Disables all standard includes containing non-native compiler t,"LangOptions + CompilerInvocation: 言語標準 (-std=macos-metal1.0..2.4, metal3.0..4.0) から !air.language_version およびマクロ定義制御",,observed_help,data/legacy_metal_support_map.csv,,probed_codepath,✅ 実機 legacy/modern 全12言語標準マトリクス実証 (docs/LEGACY_METAL_SUPPORT.md)
FE-0353,langopt,flag `-cl-opt-disable`,-cl-opt-disable         OpenCL only. This option disables all optimizations. By default optimization,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0354,langopt,flag `-cl-single-precision-constant`,-cl-single-precision-constant,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0355,langopt,flag `-cl-std`,-cl-std=<value>         OpenCL language standard to compile for.,"LangOptions + CompilerInvocation: 言語標準 (-std=macos-metal1.0..2.4, metal3.0..4.0) から !air.language_version およびマクロ定義制御",,observed_help,data/legacy_metal_support_map.csv,,probed_codepath,✅ 実機 legacy/modern 全12言語標準マトリクス実証 (docs/LEGACY_METAL_SUPPORT.md)
FE-0356,langopt,flag `-cl-strict-aliasing`,-cl-strict-aliasing     OpenCL only. This option is added for compatibility with OpenCL 1.0.,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0357,langopt,flag `-cl-uniform-work-group-size`,-cl-uniform-work-group-size,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0358,langopt,flag `-cl-unsafe-math-optimizations`,-cl-unsafe-math-optimizations,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0359,langopt,flag `-cuid`,"-cuid=<value>           An ID for compilation unit, which should be the same for the same compilatio",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0360,langopt,flag `-cxx-isystem`,-cxx-isystem <directory>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0361,langopt,flag `-dD`,-dD                     Print macro definitions in -E mode in addition to normal output,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0362,langopt,flag `-dI`,-dI                     Print include directives in -E mode in addition to normal output,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0363,langopt,flag `-dM`,-dM                     Print macro definitions in -E mode instead of normal output,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0364,langopt,flag `-darwin-target-variant`,-darwin-target-variant <value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0365,langopt,flag `-dependency-dot`,-dependency-dot <value> Filename to write DOT-formatted header dependencies to,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0366,langopt,flag `-dependency-file`,-dependency-file <value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0367,langopt,flag `-dsym-dir`,-dsym-dir <dir>         Directory to output dSYM's (if any) to,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0368,langopt,flag `-dump-depscan-tree`,-dump-depscan-tree=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0369,langopt,flag `-emit-ast`,-emit-ast               Emit Clang AST files for source inputs,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0370,langopt,flag `-emit-interface-stubs`,-emit-interface-stubs   Generate Interface Stub Files.,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0371,langopt,flag `-emit-llvm`,-emit-llvm              Use the LLVM representation for assembler and object files,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0372,langopt,flag `-emit-merged-ifs`,"-emit-merged-ifs        Generate Interface Stub Files, emit merged text not binary.",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0373,langopt,flag `-extract-api`,-extract-api            Extract API information,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0374,langopt,flag `-faapcs-bitfield-load`,-faapcs-bitfield-load   Follows the AAPCS standard that all volatile bit-field write generates at le,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0375,langopt,flag `-faapcs-bitfield-width`,-faapcs-bitfield-width  Follow the AAPCS standard requirement stating that volatile bit-field width ,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0376,langopt,flag `-faddrsig`,-faddrsig               Emit an address-significance table,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0377,langopt,flag `-falign-loops`,-falign-loops=<N>       N must be a power of two. Align loops to the boundary,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0378,langopt,flag `-faligned-allocation`,-faligned-allocation    Enable C++17 aligned allocation functions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0379,langopt,flag `-fallow-editor-placeholders`,-fallow-editor-placeholders,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0380,langopt,flag `-faltivec-src-compat`,-faltivec-src-compat=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0381,langopt,flag `-fansi-escape-codes`,-fansi-escape-codes     Use ANSI escape codes for diagnostics,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0382,langopt,flag `-fapinotes`,-fapinotes              Enable external API notes support,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0383,langopt,flag `-fapinotes-cache-path`,-fapinotes-cache-path=<directory>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0384,langopt,flag `-fapinotes-modules`,-fapinotes-modules      Enable module-based external API notes support,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0385,langopt,flag `-fapinotes-swift-version`,-fapinotes-swift-version=<version>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0386,langopt,flag `-fapple-kext`,-fapple-kext            Use Apple's kernel extensions ABI,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0387,langopt,flag `-fapple-link-rtlib`,-fapple-link-rtlib      Force linking the clang builtins runtime library,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0388,langopt,flag `-fapple-pragma-pack`,-fapple-pragma-pack     Enable Apple gcc-compatible #pragma pack handling,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0389,langopt,flag `-fapplication-extension`,-fapplication-extension Restrict code to those available for App Extensions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0390,langopt,flag `-fapprox-func`,-fapprox-func           Allow certain math function calls to be replaced with an approximately equiv,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0391,langopt,flag `-fasync-exceptions`,-fasync-exceptions      Enable EH Asynchronous exceptions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0392,langopt,flag `-fbasic-block-sections`,-fbasic-block-sections=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0393,langopt,flag `-fbinutils-version`,-fbinutils-version=<major.minor>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0394,langopt,flag `-fblocks`,-fblocks                Enable the 'blocks' language feature,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0395,langopt,flag `-fborland-extensions`,-fborland-extensions    Accept non-standard constructs supported by the Borland compiler,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0396,langopt,flag `-fbranch-target-identification`,-fbranch-target-identification,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0397,langopt,flag `-fbuild-session-file`,-fbuild-session-file=<file>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0398,langopt,flag `-fbuild-session-timestamp`,-fbuild-session-timestamp=<time since Epoch in seconds>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0399,langopt,flag `-fbuiltin-module-map`,-fbuiltin-module-map    Load the clang builtins module map file.,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0400,langopt,flag `-fcall-saved-x10`,-fcall-saved-x10        Make the x10 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0401,langopt,flag `-fcall-saved-x11`,-fcall-saved-x11        Make the x11 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0402,langopt,flag `-fcall-saved-x12`,-fcall-saved-x12        Make the x12 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0403,langopt,flag `-fcall-saved-x13`,-fcall-saved-x13        Make the x13 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0404,langopt,flag `-fcall-saved-x14`,-fcall-saved-x14        Make the x14 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0405,langopt,flag `-fcall-saved-x15`,-fcall-saved-x15        Make the x15 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0406,langopt,flag `-fcall-saved-x18`,-fcall-saved-x18        Make the x18 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0407,langopt,flag `-fcall-saved-x8`,-fcall-saved-x8         Make the x8 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0408,langopt,flag `-fcall-saved-x9`,-fcall-saved-x9         Make the x9 register call-saved (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0409,langopt,flag `-fcf-protection`,-fcf-protection=<value> Instrument control-flow architecture protection,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
